4/30/2015,125.15,996135.56
5/29/2015,130.28,954152.1
6/30/2015,125.425,878606.9
7/31/2015,121.3,1058280.6
8/31/2015,112.76,1607287.3
9/30/2015,110.3,1206547.4
10/30/2015,119.5,1113703.8
11/30/2015,118.3,750640.56
12/31/2015,105.26,922626.25
1/29/2016,97.34,1271848.1
2/29/2016,96.69,810862.56
3/31/2016,108.99,746136.5
4/29/2016,93.74,872383.56
5/31/2016,99.86,901144.8
6/30/2016,95.6,780630.25
7/29/2016,104.21,685779.6
8/31/2016,106.1,630128.56
9/30/2016,113.05,970096.75
10/31/2016,113.54,686914.25
11/30/2016,110.52,721554.9
12/30/2016,115.82,608771.6
1/31/2017,121.35,563331.2
2/28/2017,136.99,574968.5
3/31/2017,143.66,562091.25
4/28/2017,143.65,373304.1
5/31/2017,152.76,654022.9
6/30/2017,144.02,684178.06
7/31/2017,148.73,422011.84
8/31/2017,164,661068.94
9/29/2017,154.12,680442.1
10/31/2017,169.04,504291.13
11/30/2017,171.85,600663.4
12/29/2017,169.23,531184.06
1/31/2018,167.43,659679.44
2/28/2018,178.12,927894.5
3/29/2018,167.78,713727.4
4/30/2018,165.26,666360.2
5/31/2018,186.87,620976.2
6/29/2018,185.11,527624.4
7/31/2018,190.29,393843.88
8/31/2018,227.63,700318.9
9/28/2018,225.74,678972.06
10/31/2018,218.86,789748.06
11/30/2018,178.58,961321.94
12/31/2018,157.74,898917
